MPRN,Meter Serial Number,Read Value,Read Type,Read Date and End Time
10020162832,34994509,0.288000,Active Import Interval (kW),27-02-2023 00:00
10020162832,34994509,0.329000,Active Import Interval (kW),26-02-2023 23:00
10020162832,34994509,0.460000,Active Import Interval (kW),26-02-2023 22:00
10020162832,34994509,0.851000,Active Import Interval (kW),26-02-2023 21:30
10020162832,34994509,0.142000,Active Import Interval (kW),26-02-2023 20:30
10020162832,34994509,0.214000,Active Import Interval (kW),26-02-2023 16:30
10020162832,34994509,0.190000,Active Import Interval (kW),26-02-2023 16:00
10020162832,34994509,0.204000,Active Import Interval (kW),26-02-2023 15:30
10020162832,34994509,0.284000,Active Import Interval (kW),26-02-2023 15:00
10020162832,34994509,0.176000,Active Import Interval (kW),26-02-2023 14:30
10020162832,34994509,0.190000,Active Import Interval (kW),26-02-2023 14:00
10020162832,34994509,0.175000,Active Import Interval (kW),26-02-2023 13:30
10020162832,34994509,0.000000,Active Import Interval (kW),26-02-2023 13:00
10020162832,34994509,0.000000,Active Import Interval (kW),26-02-2023 12:30
10020162832,34994509,0.000000,Active Import Interval (kW),26-02-2023 12:00
10020162832,34994509,0.000000,Active Import Interval (kW),26-02-2023 11:30
10020162832,34994509,0.099000,Active Import Interval (kW),26-02-2023 10:30
10020162832,34994509,0.238000,Active Import Interval (kW),26-02-2023 08:00
10020162832,34994509,0.110000,Active Import Interval (kW),26-02-2023 07:30
10020162832,34994509,0.056000,Active Import Interval (kW),26-02-2023 07:00
10020162832,34994509,0.058000,Active Import Interval (kW),26-02-2023 06:30
10020162832,34994509,0.067000,Active Import Interval (kW),26-02-2023 06:00
10020162832,34994509,0.112000,Active Import Interval (kW),26-02-2023 05:30
10020162832,34994509,0.063000,Active Import Interval (kW),26-02-2023 05:00
10020162832,34994509,0.054000,Active Import Interval (kW),26-02-2023 04:00
10020162832,34994509,0.123000,Active Import Interval (kW),26-02-2023 03:30
10020162832,34994509,0.072000,Active Import Interval (kW),26-02-2023 03:00
10020162832,34994509,0.060000,Active Import Interval (kW),26-02-2023 02:30
10020162832,34994509,0.055000,Active Import Interval (kW),26-02-2023 02:00
10020162832,34994509,0.149000,Active Import Interval (kW),26-02-2023 01:30
10020162832,34994509,0.066000,Active Import Interval (kW),26-02-2023 01:00
10020162832,34994509,0.060000,Active Import Interval (kW),26-02-2023 00:30
10020162832,34994509,0.115000,Active Import Interval (kW),26-02-2023 00:00
10020162832,34994509,0.133000,Active Import Interval (kW),25-02-2023 23:30
10020162832,34994509,0.120000,Active Import Interval (kW),25-02-2023 23:00
10020162832,34994509,0.176000,Active Import Interval (kW),25-02-2023 22:30
10020162832,34994509,0.252000,Active Import Interval (kW),25-02-2023 22:00
10020162832,34994509,0.242000,Active Import Interval (kW),25-02-2023 21:30
10020162832,34994509,0.377000,Active Import Interval (kW),25-02-2023 21:00
10020162832,34994509,0.516000,Active Import Interval (kW),25-02-2023 20:30
10020162832,34994509,0.908000,Active Import Interval (kW),25-02-2023 20:00
10020162832,34994509,1.647000,Active Import Interval (kW),25-02-2023 19:30
10020162832,34994509,0.525000,Active Import Interval (kW),25-02-2023 19:00
10020162832,34994509,1.325000,Active Import Interval (kW),25-02-2023 18:30
10020162832,34994509,0.207000,Active Import Interval (kW),25-02-2023 18:00
10020162832,34994509,1.715000,Active Import Interval (kW),25-02-2023 17:30
10020162832,34994509,1.147000,Active Import Interval (kW),25-02-2023 17:00
10020162832,34994509,0.733000,Active Import Interval (kW),25-02-2023 16:30
10020162832,34994509,0.340000,Active Import Interval (kW),25-02-2023 16:00
10020162832,34994509,0.393000,Active Import Interval (kW),25-02-2023 15:30
10020162832,34994509,0.390000,Active Import Interval (kW),25-02-2023 15:00
10020162832,34994509,0.517000,Active Import Interval (kW),25-02-2023 14:30
10020162832,34994509,0.314000,Active Import Interval (kW),25-02-2023 14:00
10020162832,34994509,0.136000,Active Import Interval (kW),25-02-2023 13:30
10020162832,34994509,0.273000,Active Import Interval (kW),25-02-2023 13:00
10020162832,34994509,0.075000,Active Import Interval (kW),25-02-2023 12:30
10020162832,34994509,0.086000,Active Import Interval (kW),25-02-2023 12:00
10020162832,34994509,0.074000,Active Import Interval (kW),25-02-2023 11:30
10020162832,34994509,0.076000,Active Import Interval (kW),25-02-2023 11:00
10020162832,34994509,0.110000,Active Import Interval (kW),25-02-2023 10:30
10020162832,34994509,0.311000,Active Import Interval (kW),25-02-2023 10:00
10020162832,34994509,0.351000,Active Import Interval (kW),25-02-2023 09:30
10020162832,34994509,0.551000,Active Import Interval (kW),25-02-2023 09:00
10020162832,34994509,0.480000,Active Import Interval (kW),25-02-2023 08:30
10020162832,34994509,0.214000,Active Import Interval (kW),25-02-2023 08:00
10020162832,34994509,0.234000,Active Import Interval (kW),25-02-2023 07:30
10020162832,34994509,0.231000,Active Import Interval (kW),25-02-2023 07:00
10020162832,34994509,0.044000,Active Import Interval (kW),25-02-2023 06:30
10020162832,34994509,0.062000,Active Import Interval (kW),25-02-2023 06:00
10020162832,34994509,0.064000,Active Import Interval (kW),25-02-2023 05:30
10020162832,34994509,0.110000,Active Import Interval (kW),25-02-2023 05:00
10020162832,34994509,0.063000,Active Import Interval (kW),25-02-2023 04:30
10020162832,34994509,0.065000,Active Import Interval (kW),25-02-2023 04:00
10020162832,34994509,0.125000,Active Import Interval (kW),25-02-2023 00:30
10020162832,34994509,0.126000,Active Import Interval (kW),24-02-2023 23:30
10020162832,34994509,0.236000,Active Import Interval (kW),24-02-2023 23:00
10020162832,34994509,0.205000,Active Import Interval (kW),24-02-2023 22:30
10020162832,34994509,0.230000,Active Import Interval (kW),24-02-2023 22:00
10020162832,34994509,0.617000,Active Import Interval (kW),24-02-2023 21:30
10020162832,34994509,0.623000,Active Import Interval (kW),24-02-2023 21:00
10020162832,34994509,0.727000,Active Import Interval (kW),24-02-2023 20:30
10020162832,34994509,0.839000,Active Import Interval (kW),24-02-2023 20:00
10020162832,34994509,0.950000,Active Import Interval (kW),24-02-2023 18:30
10020162832,34994509,0.481000,Active Import Interval (kW),24-02-2023 18:00
10020162832,34994509,0.233000,Active Import Interval (kW),24-02-2023 15:30
10020162832,34994509,0.131000,Active Import Interval (kW),24-02-2023 15:00
10020162832,34994509,0.133000,Active Import Interval (kW),24-02-2023 14:30
10020162832,34994509,0.122000,Active Import Interval (kW),24-02-2023 14:00
10020162832,34994509,0.128000,Active Import Interval (kW),24-02-2023 13:30
10020162832,34994509,0.076000,Active Import Interval (kW),24-02-2023 12:30
10020162832,34994509,0.069000,Active Import Interval (kW),24-02-2023 12:00
10020162832,34994509,0.398000,Active Import Interval (kW),24-02-2023 09:30
10020162832,34994509,0.287000,Active Import Interval (kW),24-02-2023 09:00
10020162832,34994509,0.326000,Active Import Interval (kW),24-02-2023 08:30
10020162832,34994509,0.305000,Active Import Interval (kW),24-02-2023 08:00
10020162832,34994509,0.052000,Active Import Interval (kW),24-02-2023 07:30
10020162832,34994509,0.067000,Active Import Interval (kW),24-02-2023 06:30
10020162832,34994509,0.053000,Active Import Interval (kW),24-02-2023 06:00
10020162832,34994509,0.068000,Active Import Interval (kW),24-02-2023 05:30
10020162832,34994509,0.069000,Active Import Interval (kW),24-02-2023 05:00
10020162832,34994509,0.080000,Active Import Interval (kW),24-02-2023 04:30
10020162832,34994509,0.070000,Active Import Interval (kW),24-02-2023 04:00
10020162832,34994509,0.067000,Active Import Interval (kW),24-02-2023 03:30
10020162832,34994509,0.057000,Active Import Interval (kW),24-02-2023 03:00
10020162832,34994509,0.142000,Active Import Interval (kW),24-02-2023 02:30
10020162832,34994509,0.067000,Active Import Interval (kW),24-02-2023 02:00
10020162832,34994509,0.061000,Active Import Interval (kW),24-02-2023 01:30
10020162832,34994509,0.098000,Active Import Interval (kW),24-02-2023 01:00
10020162832,34994509,0.164000,Active Import Interval (kW),24-02-2023 00:30
10020162832,34994509,0.186000,Active Import Interval (kW),24-02-2023 00:00
10020162832,34994509,0.299000,Active Import Interval (kW),23-02-2023 23:30
10020162832,34994509,0.257000,Active Import Interval (kW),23-02-2023 23:00
10020162832,34994509,0.264000,Active Import Interval (kW),23-02-2023 22:30
10020162832,34994509,0.507000,Active Import Interval (kW),23-02-2023 22:00
10020162832,34994509,0.680000,Active Import Interval (kW),23-02-2023 21:30
10020162832,34994509,0.609000,Active Import Interval (kW),23-02-2023 21:00
10020162832,34994509,0.746000,Active Import Interval (kW),23-02-2023 20:30
10020162832,34994509,0.772000,Active Import Interval (kW),23-02-2023 20:00
10020162832,34994509,0.622000,Active Import Interval (kW),23-02-2023 19:30
10020162832,34994509,1.309000,Active Import Interval (kW),23-02-2023 19:00
10020162832,34994509,2.554000,Active Import Interval (kW),23-02-2023 18:30
10020162832,34994509,1.650000,Active Import Interval (kW),23-02-2023 18:00
10020162832,34994509,0.417000,Active Import Interval (kW),23-02-2023 17:30
10020162832,34994509,0.911000,Active Import Interval (kW),23-02-2023 17:00
10020162832,34994509,0.563000,Active Import Interval (kW),23-02-2023 16:30
10020162832,34994509,0.074000,Active Import Interval (kW),23-02-2023 16:00
10020162832,34994509,0.082000,Active Import Interval (kW),23-02-2023 15:30
10020162832,34994509,0.063000,Active Import Interval (kW),23-02-2023 15:00
10020162832,34994509,0.081000,Active Import Interval (kW),23-02-2023 14:30
10020162832,34994509,0.079000,Active Import Interval (kW),23-02-2023 14:00
10020162832,34994509,0.076000,Active Import Interval (kW),23-02-2023 13:30
10020162832,34994509,0.086000,Active Import Interval (kW),23-02-2023 13:00
10020162832,34994509,0.333000,Active Import Interval (kW),23-02-2023 12:30
10020162832,34994509,0.138000,Active Import Interval (kW),23-02-2023 12:00
10020162832,34994509,0.397000,Active Import Interval (kW),23-02-2023 11:30
10020162832,34994509,0.217000,Active Import Interval (kW),23-02-2023 11:00
10020162832,34994509,0.190000,Active Import Interval (kW),23-02-2023 10:30
10020162832,34994509,0.172000,Active Import Interval (kW),23-02-2023 10:00
10020162832,34994509,0.172000,Active Import Interval (kW),23-02-2023 09:30
10020162832,34994509,0.231000,Active Import Interval (kW),23-02-2023 09:00
10020162832,34994509,0.228000,Active Import Interval (kW),23-02-2023 08:30
10020162832,34994509,0.369000,Active Import Interval (kW),23-02-2023 08:00
10020162832,34994509,0.063000,Active Import Interval (kW),23-02-2023 07:30
10020162832,34994509,0.054000,Active Import Interval (kW),23-02-2023 07:00
10020162832,34994509,0.059000,Active Import Interval (kW),23-02-2023 06:30
10020162832,34994509,0.131000,Active Import Interval (kW),23-02-2023 06:00
10020162832,34994509,0.047000,Active Import Interval (kW),23-02-2023 05:30
10020162832,34994509,0.072000,Active Import Interval (kW),23-02-2023 05:00
10020162832,34994509,0.058000,Active Import Interval (kW),23-02-2023 04:30
10020162832,34994509,0.054000,Active Import Interval (kW),23-02-2023 04:00
10020162832,34994509,0.087000,Active Import Interval (kW),22-02-2023 03:30
10020162832,34994509,0.119000,Active Import Interval (kW),22-02-2023 03:00
10020162832,34994509,0.065000,Active Import Interval (kW),22-02-2023 02:30
10020162832,34994509,0.067000,Active Import Interval (kW),22-02-2023 02:00
10020162832,34994509,0.061000,Active Import Interval (kW),22-02-2023 01:30
10020162832,34994509,0.079000,Active Import Interval (kW),22-02-2023 01:00
10020162832,34994509,0.109000,Active Import Interval (kW),22-02-2023 00:30
10020162832,34994509,0.277000,Active Import Interval (kW),22-02-2023 00:00
10020162832,34994509,0.305000,Active Import Interval (kW),21-02-2023 23:30
10020162832,34994509,0.343000,Active Import Interval (kW),21-02-2023 23:00
10020162832,34994509,0.437000,Active Import Interval (kW),21-02-2023 22:30
10020162832,34994509,0.376000,Active Import Interval (kW),21-02-2023 22:00
10020162832,34994509,0.396000,Active Import Interval (kW),21-02-2023 21:30
10020162832,34994509,0.855000,Active Import Interval (kW),21-02-2023 21:00
10020162832,34994509,0.921000,Active Import Interval (kW),21-02-2023 20:30
10020162832,34994509,0.993000,Active Import Interval (kW),21-02-2023 20:00
10020162832,34994509,0.749000,Active Import Interval (kW),21-02-2023 19:30
10020162832,34994509,1.170000,Active Import Interval (kW),21-02-2023 19:00
10020162832,34994509,0.876000,Active Import Interval (kW),21-02-2023 18:30
10020162832,34994509,1.106000,Active Import Interval (kW),21-02-2023 18:00
10020162832,34994509,1.484000,Active Import Interval (kW),21-02-2023 17:30
10020162832,34994509,0.435000,Active Import Interval (kW),21-02-2023 17:00
10020162832,34994509,0.245000,Active Import Interval (kW),21-02-2023 16:30
10020162832,34994509,0.239000,Active Import Interval (kW),21-02-2023 16:00
10020162832,34994509,0.322000,Active Import Interval (kW),21-02-2023 15:30
10020162832,34994509,0.291000,Active Import Interval (kW),21-02-2023 15:00
10020162832,34994509,0.399000,Active Import Interval (kW),21-02-2023 14:30
10020162832,34994509,0.590000,Active Import Interval (kW),21-02-2023 14:00
10020162832,34994509,0.230000,Active Import Interval (kW),21-02-2023 13:30
10020162832,34994509,0.250000,Active Import Interval (kW),21-02-2023 13:00
10020162832,34994509,0.305000,Active Import Interval (kW),21-02-2023 12:30
10020162832,34994509,0.495000,Active Import Interval (kW),21-02-2023 12:00
10020162832,34994509,0.444000,Active Import Interval (kW),21-02-2023 11:30
10020162832,34994509,0.458000,Active Import Interval (kW),21-02-2023 11:00
10020162832,34994509,0.423000,Active Import Interval (kW),21-02-2023 10:30
10020162832,34994509,0.379000,Active Import Interval (kW),21-02-2023 10:00
10020162832,34994509,0.385000,Active Import Interval (kW),21-02-2023 09:30
10020162832,34994509,0.054000,Active Import Interval (kW),21-02-2023 09:00
10020162832,34994509,0.069000,Active Import Interval (kW),21-02-2023 08:30
10020162832,34994509,0.053000,Active Import Interval (kW),21-02-2023 08:00
10020162832,34994509,0.069000,Active Import Interval (kW),21-02-2023 07:30
10020162832,34994509,0.054000,Active Import Interval (kW),21-02-2023 07:00
10020162832,34994509,0.069000,Active Import Interval (kW),21-02-2023 06:30
10020162832,34994509,0.059000,Active Import Interval (kW),21-02-2023 06:00
10020162832,34994509,0.067000,Active Import Interval (kW),21-02-2023 05:30
10020162832,34994509,0.070000,Active Import Interval (kW),21-02-2023 05:00
10020162832,34994509,0.064000,Active Import Interval (kW),21-02-2023 04:30
10020162832,34994509,0.062000,Active Import Interval (kW),21-02-2023 04:00
10020162832,34994509,0.080000,Active Import Interval (kW),21-02-2023 03:30
10020162832,34994509,0.063000,Active Import Interval (kW),21-02-2023 03:00
10020162832,34994509,0.067000,Active Import Interval (kW),21-02-2023 02:30
10020162832,34994509,0.070000,Active Import Interval (kW),21-02-2023 02:00
10020162832,34994509,0.071000,Active Import Interval (kW),21-02-2023 01:30
10020162832,34994509,0.086000,Active Import Interval (kW),21-02-2023 01:00
10020162832,34994509,0.174000,Active Import Interval (kW),21-02-2023 00:30
10020162832,34994509,0.341000,Active Import Interval (kW),21-02-2023 00:00
10020162832,34994509,0.328000,Active Import Interval (kW),20-02-2023 23:30
10020162832,34994509,0.332000,Active Import Interval (kW),20-02-2023 23:00
10020162832,34994509,0.341000,Active Import Interval (kW),20-02-2023 22:30
10020162832,34994509,0.286000,Active Import Interval (kW),20-02-2023 22:00
10020162832,34994509,0.285000,Active Import Interval (kW),20-02-2023 21:30
10020162832,34994509,0.767000,Active Import Interval (kW),20-02-2023 21:00
10020162832,34994509,0.737000,Active Import Interval (kW),20-02-2023 20:30
10020162832,34994509,2.323000,Active Import Interval (kW),20-02-2023 20:00
10020162832,34994509,1.085000,Active Import Interval (kW),20-02-2023 19:30
10020162832,34994509,0.881000,Active Import Interval (kW),20-02-2023 19:00
10020162832,34994509,2.160000,Active Import Interval (kW),20-02-2023 18:30
10020162832,34994509,2.362000,Active Import Interval (kW),20-02-2023 18:00
10020162832,34994509,1.646000,Active Import Interval (kW),20-02-2023 17:30
10020162832,34994509,0.369000,Active Import Interval (kW),20-02-2023 17:00
10020162832,34994509,0.448000,Active Import Interval (kW),20-02-2023 16:30
10020162832,34994509,0.298000,Active Import Interval (kW),20-02-2023 16:00
10020162832,34994509,0.282000,Active Import Interval (kW),20-02-2023 15:30
10020162832,34994509,0.435000,Active Import Interval (kW),20-02-2023 15:00
10020162832,34994509,0.333000,Active Import Interval (kW),20-02-2023 14:30
10020162832,34994509,0.652000,Active Import Interval (kW),20-02-2023 14:00
10020162832,34994509,0.286000,Active Import Interval (kW),20-02-2023 13:30
10020162832,34994509,0.532000,Active Import Interval (kW),20-02-2023 13:00
10020162832,34994509,0.647000,Active Import Interval (kW),20-02-2023 12:30
10020162832,34994509,0.694000,Active Import Interval (kW),20-02-2023 12:00
10020162832,34994509,0.685000,Active Import Interval (kW),20-02-2023 11:30
10020162832,34994509,0.692000,Active Import Interval (kW),20-02-2023 11:00
10020162832,34994509,1.161000,Active Import Interval (kW),20-02-2023 10:30
10020162832,34994509,0.962000,Active Import Interval (kW),20-02-2023 10:00
10020162832,34994509,0.827000,Active Import Interval (kW),20-02-2023 09:30
10020162832,34994509,0.203000,Active Import Interval (kW),20-02-2023 09:00
10020162832,34994509,0.060000,Active Import Interval (kW),20-02-2023 08:30
10020162832,34994509,0.073000,Active Import Interval (kW),20-02-2023 08:00
10020162832,34994509,0.078000,Active Import Interval (kW),20-02-2023 07:30
10020162832,34994509,0.060000,Active Import Interval (kW),20-02-2023 07:00
10020162832,34994509,0.076000,Active Import Interval (kW),20-02-2023 06:30
10020162832,34994509,0.073000,Active Import Interval (kW),20-02-2023 06:00
10020162832,34994509,0.061000,Active Import Interval (kW),20-02-2023 05:30
10020162832,34994509,0.084000,Active Import Interval (kW),20-02-2023 05:00
10020162832,34994509,0.073000,Active Import Interval (kW),20-02-2023 04:30
10020162832,34994509,0.063000,Active Import Interval (kW),20-02-2023 04:00
10020162832,34994509,0.086000,Active Import Interval (kW),20-02-2023 03:30
10020162832,34994509,0.069000,Active Import Interval (kW),20-02-2023 03:00
10020162832,34994509,0.067000,Active Import Interval (kW),20-02-2023 02:30
10020162832,34994509,0.087000,Active Import Interval (kW),20-02-2023 02:00
10020162832,34994509,0.071000,Active Import Interval (kW),20-02-2023 01:30
10020162832,34994509,0.086000,Active Import Interval (kW),20-02-2023 01:00
10020162832,34994509,0.133000,Active Import Interval (kW),20-02-2023 00:30
10020162832,34994509,0.410000,Active Import Interval (kW),20-02-2023 00:00
10020162832,34994509,0.339000,Active Import Interval (kW),19-02-2023 23:30
10020162832,34994509,0.359000,Active Import Interval (kW),19-02-2023 23:00
10020162832,34994509,0.511000,Active Import Interval (kW),19-02-2023 22:30
10020162832,34994509,0.709000,Active Import Interval (kW),19-02-2023 22:00
10020162832,34994509,1.814000,Active Import Interval (kW),19-02-2023 21:30
10020162832,34994509,1.837000,Active Import Interval (kW),19-02-2023 21:00
10020162832,34994509,0.916000,Active Import Interval (kW),19-02-2023 20:30
10020162832,34994509,0.630000,Active Import Interval (kW),19-02-2023 20:00
10020162832,34994509,1.971000,Active Import Interval (kW),19-02-2023 19:30
10020162832,34994509,3.767000,Active Import Interval (kW),19-02-2023 19:00
10020162832,34994509,1.093000,Active Import Interval (kW),19-02-2023 18:30
10020162832,34994509,0.424000,Active Import Interval (kW),19-02-2023 18:00
10020162832,34994509,0.186000,Active Import Interval (kW),19-02-2023 17:30
10020162832,34994509,0.169000,Active Import Interval (kW),19-02-2023 17:00
10020162832,34994509,0.215000,Active Import Interval (kW),19-02-2023 16:30
10020162832,34994509,0.425000,Active Import Interval (kW),19-02-2023 16:00
10020162832,34994509,0.106000,Active Import Interval (kW),19-02-2023 15:30
10020162832,34994509,0.102000,Active Import Interval (kW),19-02-2023 15:00
10020162832,34994509,0.184000,Active Import Interval (kW),19-02-2023 14:30
10020162832,34994509,0.256000,Active Import Interval (kW),19-02-2023 14:00
10020162832,34994509,0.241000,Active Import Interval (kW),19-02-2023 13:30
10020162832,34994509,0.253000,Active Import Interval (kW),19-02-2023 13:00
10020162832,34994509,0.257000,Active Import Interval (kW),19-02-2023 12:30
10020162832,34994509,0.262000,Active Import Interval (kW),19-02-2023 12:00
10020162832,34994509,0.341000,Active Import Interval (kW),19-02-2023 11:30
10020162832,34994509,0.379000,Active Import Interval (kW),19-02-2023 11:00
10020162832,34994509,0.454000,Active Import Interval (kW),19-02-2023 10:30
10020162832,34994509,0.334000,Active Import Interval (kW),19-02-2023 10:00
10020162832,34994509,0.380000,Active Import Interval (kW),19-02-2023 09:30
10020162832,34994509,0.519000,Active Import Interval (kW),19-02-2023 09:00
10020162832,34994509,0.413000,Active Import Interval (kW),19-02-2023 08:30
10020162832,34994509,0.061000,Active Import Interval (kW),19-02-2023 08:00
10020162832,34994509,0.092000,Active Import Interval (kW),19-02-2023 07:30
10020162832,34994509,0.076000,Active Import Interval (kW),19-02-2023 07:00
10020162832,34994509,0.066000,Active Import Interval (kW),19-02-2023 06:30
10020162832,34994509,0.081000,Active Import Interval (kW),19-02-2023 06:00
10020162832,34994509,0.075000,Active Import Interval (kW),19-02-2023 05:30
10020162832,34994509,0.067000,Active Import Interval (kW),19-02-2023 05:00
10020162832,34994509,0.081000,Active Import Interval (kW),19-02-2023 04:30
10020162832,34994509,0.075000,Active Import Interval (kW),19-02-2023 04:00
10020162832,34994509,0.067000,Active Import Interval (kW),19-02-2023 03:30
10020162832,34994509,0.082000,Active Import Interval (kW),19-02-2023 03:00
10020162832,34994509,0.078000,Active Import Interval (kW),19-02-2023 02:30
10020162832,34994509,0.075000,Active Import Interval (kW),19-02-2023 02:00
10020162832,34994509,0.070000,Active Import Interval (kW),19-02-2023 01:30
10020162832,34994509,0.093000,Active Import Interval (kW),19-02-2023 01:00
10020162832,34994509,0.103000,Active Import Interval (kW),19-02-2023 00:30
10020162832,34994509,0.082000,Active Import Interval (kW),19-02-2023 00:00
10020162832,34994509,0.146000,Active Import Interval (kW),18-02-2023 23:30
10020162832,34994509,0.399000,Active Import Interval (kW),18-02-2023 23:00
10020162832,34994509,0.129000,Active Import Interval (kW),18-02-2023 22:30
10020162832,34994509,0.076000,Active Import Interval (kW),18-02-2023 22:00
10020162832,34994509,0.099000,Active Import Interval (kW),18-02-2023 21:30
10020162832,34994509,0.086000,Active Import Interval (kW),18-02-2023 21:00
10020162832,34994509,0.090000,Active Import Interval (kW),18-02-2023 20:30
10020162832,34994509,0.095000,Active Import Interval (kW),18-02-2023 20:00
10020162832,34994509,0.083000,Active Import Interval (kW),18-02-2023 19:30
10020162832,34994509,0.103000,Active Import Interval (kW),18-02-2023 19:00
10020162832,34994509,0.237000,Active Import Interval (kW),18-02-2023 18:30
10020162832,34994509,0.677000,Active Import Interval (kW),18-02-2023 18:00
10020162832,34994509,0.727000,Active Import Interval (kW),18-02-2023 17:30
10020162832,34994509,0.453000,Active Import Interval (kW),18-02-2023 17:00
10020162832,34994509,1.186000,Active Import Interval (kW),18-02-2023 16:30
10020162832,34994509,0.684000,Active Import Interval (kW),18-02-2023 16:00
10020162832,34994509,0.527000,Active Import Interval (kW),18-02-2023 15:30
10020162832,34994509,0.377000,Active Import Interval (kW),18-02-2023 15:00
10020162832,34994509,0.570000,Active Import Interval (kW),18-02-2023 14:30
10020162832,34994509,0.307000,Active Import Interval (kW),18-02-2023 14:00
10020162832,34994509,0.439000,Active Import Interval (kW),18-02-2023 13:30
10020162832,34994509,0.589000,Active Import Interval (kW),18-02-2023 13:00
10020162832,34994509,0.510000,Active Import Interval (kW),18-02-2023 12:30
10020162832,34994509,2.241000,Active Import Interval (kW),18-02-2023 12:00
10020162832,34994509,2.232000,Active Import Interval (kW),18-02-2023 11:30
10020162832,34994509,3.056000,Active Import Interval (kW),18-02-2023 11:00
10020162832,34994509,0.692000,Active Import Interval (kW),18-02-2023 10:30
10020162832,34994509,0.676000,Active Import Interval (kW),18-02-2023 10:00
10020162832,34994509,0.687000,Active Import Interval (kW),18-02-2023 09:30
10020162832,34994509,0.818000,Active Import Interval (kW),18-02-2023 09:00
10020162832,34994509,0.530000,Active Import Interval (kW),18-02-2023 08:30
10020162832,34994509,0.599000,Active Import Interval (kW),18-02-2023 08:00
10020162832,34994509,0.091000,Active Import Interval (kW),18-02-2023 07:30
10020162832,34994509,0.070000,Active Import Interval (kW),18-02-2023 07:00
10020162832,34994509,0.075000,Active Import Interval (kW),18-02-2023 06:30
10020162832,34994509,0.089000,Active Import Interval (kW),18-02-2023 06:00
10020162832,34994509,0.066000,Active Import Interval (kW),18-02-2023 05:30
10020162832,34994509,0.080000,Active Import Interval (kW),18-02-2023 05:00
10020162832,34994509,0.083000,Active Import Interval (kW),18-02-2023 04:30
10020162832,34994509,0.068000,Active Import Interval (kW),18-02-2023 04:00
10020162832,34994509,0.090000,Active Import Interval (kW),18-02-2023 03:30
10020162832,34994509,0.077000,Active Import Interval (kW),18-02-2023 03:00
10020162832,34994509,0.079000,Active Import Interval (kW),18-02-2023 02:30
10020162832,34994509,0.118000,Active Import Interval (kW),18-02-2023 02:00
10020162832,34994509,0.131000,Active Import Interval (kW),18-02-2023 01:30
10020162832,34994509,0.149000,Active Import Interval (kW),18-02-2023 01:00
10020162832,34994509,0.253000,Active Import Interval (kW),18-02-2023 00:30
10020162832,34994509,0.383000,Active Import Interval (kW),18-02-2023 00:00
10020162832,34994509,0.419000,Active Import Interval (kW),17-02-2023 23:30
10020162832,34994509,0.425000,Active Import Interval (kW),17-02-2023 23:00
10020162832,34994509,0.411000,Active Import Interval (kW),17-02-2023 22:30
10020162832,34994509,0.434000,Active Import Interval (kW),17-02-2023 22:00
10020162832,34994509,0.734000,Active Import Interval (kW),17-02-2023 21:30
10020162832,34994509,0.617000,Active Import Interval (kW),17-02-2023 21:00
10020162832,34994509,0.701000,Active Import Interval (kW),17-02-2023 20:30
10020162832,34994509,0.939000,Active Import Interval (kW),17-02-2023 20:00
10020162832,34994509,1.264000,Active Import Interval (kW),17-02-2023 19:30
10020162832,34994509,0.891000,Active Import Interval (kW),17-02-2023 19:00
10020162832,34994509,0.860000,Active Import Interval (kW),17-02-2023 18:30
10020162832,34994509,0.980000,Active Import Interval (kW),17-02-2023 18:00
10020162832,34994509,0.768000,Active Import Interval (kW),17-02-2023 17:30
10020162832,34994509,0.866000,Active Import Interval (kW),17-02-2023 17:00
10020162832,34994509,0.667000,Active Import Interval (kW),17-02-2023 16:30
10020162832,34994509,0.248000,Active Import Interval (kW),17-02-2023 16:00
10020162832,34994509,0.240000,Active Import Interval (kW),17-02-2023 15:30
10020162832,34994509,0.260000,Active Import Interval (kW),17-02-2023 15:00
10020162832,34994509,0.224000,Active Import Interval (kW),17-02-2023 14:30
10020162832,34994509,0.396000,Active Import Interval (kW),17-02-2023 14:00
10020162832,34994509,0.717000,Active Import Interval (kW),17-02-2023 13:30
10020162832,34994509,0.194000,Active Import Interval (kW),17-02-2023 13:00
10020162832,34994509,0.208000,Active Import Interval (kW),17-02-2023 12:30
10020162832,34994509,0.304000,Active Import Interval (kW),17-02-2023 12:00
10020162832,34994509,0.204000,Active Import Interval (kW),17-02-2023 11:30
10020162832,34994509,0.244000,Active Import Interval (kW),17-02-2023 11:00
10020162832,34994509,0.269000,Active Import Interval (kW),17-02-2023 10:30
10020162832,34994509,0.216000,Active Import Interval (kW),17-02-2023 10:00
10020162832,34994509,0.466000,Active Import Interval (kW),17-02-2023 09:30
10020162832,34994509,0.316000,Active Import Interval (kW),17-02-2023 09:00
10020162832,34994509,0.420000,Active Import Interval (kW),17-02-2023 08:30
10020162832,34994509,0.303000,Active Import Interval (kW),17-02-2023 08:00
10020162832,34994509,0.077000,Active Import Interval (kW),17-02-2023 07:30
10020162832,34994509,0.058000,Active Import Interval (kW),17-02-2023 07:00
10020162832,34994509,0.076000,Active Import Interval (kW),17-02-2023 06:30
10020162832,34994509,0.070000,Active Import Interval (kW),17-02-2023 06:00
10020162832,34994509,0.062000,Active Import Interval (kW),17-02-2023 05:30
